Einzelplan;Kapitel;Titel;Titelgruppe;Funktion;Titel-Text;Soll 2026;;Titel;Seitenzahl
4;52;51781;8;11;Bewirtschaftung der Grundstücke, Gebäude und Räume                                                                                                                                                      ;301;;45268621;98
4;52;51801;0;11;Mieten und Pachten                                                                                                                                                                                      ;177;;45283121;98
4;52;51802;0;187;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement                                                                                                                        ;3754;;45289222;98
4;52;51901;0;11;Unterhaltung der Grundstücke und baulichen Anlagen                                                                                                                                                      ;47;;45289421;98
4;52;52501;0;11;Aus- und Fortbildung                                                                                                                                                                                    ;390;;45289422;1
4;52;52603;0;11;Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen                                                                                                                                      ;0;;45289423;1
4;52;52701;0;11;Dienstreisen                                                                                                                                                                                            ;880;;45289424;1
4;52;53103;0;11;Abgeltung von Ansprüchen nach dem Urheberrecht                                                                                                                                                          ;100;;45253233;101
4;52;53201;0;11;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;4089;;45268531;101
4;52;53203;0;11;Sonstige Dienstleistungsaufträge an Dritte                                                                                                                                                              ;0;;45268534;102
4;52;53214;1;195;Kosten des Deutschen Nationalkomitees für Denkmalschutz                                                                                                                                                 ;244;;45289431;103
4;52;53233;3;183;Sonstige Dienstleistungsaufträge an Dritte                                                                                                                                                              ;0;;45289432;103
4;52;53281;8;11;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;931;;45289433;103
4;52;53919;0;183;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;0;;45289434;104
4;52;53999;0;11;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;85;;45289435;104
4;52;54411;1;165;Forschung, Untersuchungen und Ähnliches                                                                                                                                                                 ;100;;45268541;105
4;52;63211;1;187;Förderung hauptstadtbedingter kultureller Maßnahmen und Veranstaltungen in Berlin                                                                                                                       ;32500;;45289441;105
4;52;63271;7;164;Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL)                                                                 ;3479;;45268751;106
4;52;68111;1;187;Schutz, Erwerb und Rückführung von Kulturgut                                                                                                                                                            ;1500;;45281253;106
4;52;68321;2;187;Filmförderung                                                                                                                                                                                           ;77436;;45289451;106
4;52;68322;2;187;Anreiz zur Stärkung der Film- und Serienproduktion in Deutschland                                                                                                                                       ;250000;;45268561;107
4;52;68323;2;187;Digitalisierung des Filmerbes                                                                                                                                                                           ;2222;;45268562;109
4;52;68324;2;187;Preis für besonders innovative und kulturell ausgerichtete unabhängige Buchhandlungen                                                                                                                   ;1000;;45268563;109
4;52;68325;2;187;Förderung der kulturellen Vielfalt unabhängiger Verlage                                                                                                                                                 ;2000;;45289461;11
4;52;68326;2;187;Anreiz zur Stärkung der Entwicklung und Produktion von Computerspielen in Deutschland                                                                                                                   ;0;;45289465;11
4;52;68411;1;187;Förderung für geflüchtete Kultur- und Medienschaffende                                                                                                                                                  ;1500;;45289466;11
4;52;68412;1;187;Projektförderung im Rahmen der deutschen Vereinigung und internationaler sowie nationaler Repräsentation, Milderung und Prävention von pandemiebedingten Notlagen                                       ;0;;45263271;111
4;52;68413;1;195;Zuschüsse für Maßnahmen zur Erhaltung und Förderung der Industriekultur                                                                                                                                 ;0;;45268471;111
4;52;68414;1;187;Zuschuss an den Zentralrat sowie das Dokumentationszentrum Deutscher Sinti und Roma                                                                                                                     ;2251;;45268472;112
4;52;68415;1;187;Stärkung der Medienkompetenz sowie Schutz und strukturelle Förderung journalistischer Arbeit                                                                                                            ;1000;;45268671;113
4;52;68417;1;187;Digitalisierung                                                                                                                                                                                         ;3300;;45268772;113
4;52;68418;1;187;Kulturpass                                                                                                                                                                                              ;4610;;45289372;113
4;52;68421;2;182;Zuschüsse für Einrichtungen auf dem Gebiet der Musik, Literatur, Tanz und Theater                                                                                                                       ;45447;;45251181;114
4;52;68422;2;182;Initiative Musik                                                                                                                                                                                        ;17702;;45251781;114
4;52;68461;6;249;Finanzierung des Internationalen Suchdienstes Bad Arolsen                                                                                                                                               ;0;;45253281;114
4;52;68471;7;246;Förderung der Erhaltung und Auswertung deutscher Kultur und Geschichte im östlichen Europa                                                                                                              ;12086;;45281282;114
4;52;68472;7;187;Förderung des kulturellen Eigenlebens fremder Volksgruppen                                                                                                                                              ;983;;45268591;114
4;52;68510;1;187;Kulturelle Vermittlung                                                                                                                                                                                  ;1500;;45268592;115
4;52;68512;1;680;Zuschuss für den Beschwerdeausschuss des Deutschen Presserates                                                                                                                                          ;423;;45289491;115
4;52;68514;1;187;Provenienzrecherche und -forschung insbesondere zu NS-Raubkunst und Umsetzung der Washingtoner Prinzipien                                                                                               ;12231;;45242101;116
4;52;68515;1;187;Zuschüsse an kulturelle Einrichtungen in Berlin                                                                                                                                                         ;59521;;45242201;116
4;52;68516;1;187;Zuschuss an die Kulturpolitische Gesellschaft                                                                                                                                                           ;608;;45242709;116
4;52;68517;1;187;Förderung von national und international bedeutsamen Vorhaben, insbesondere zur kulturellen Integration, Kooperation und Innovation                                                                     ;61000;;45242801;116
4;52;68518;1;187;Globaler Süden, Aufarbeitung des Kolonialismus                                                                                                                                                          ;500;;45245301;116
4;52;68519;1;187;Förderung von Kunst und Kultur von gesamtstaatlicher Bedeutung                                                                                                                                          ;1445;;45251101;116
4;52;68521;2;183;Kulturelle Einrichtungen und Aufgaben im Inland                                                                                                                                                         ;242302;;45251401;116
4;52;68522;2;182;Rundfunk-Orchester und -Chöre gGmbH                                                                                                                                                                     ;16145;;45251701;116
4;52;68524;2;183;Humboldt Forum                                                                                                                                                                                          ;50067;;45251801;116
4;52;68525;2;183;Erhaltung des schriftlichen Kulturguts                                                                                                                                                                  ;2500;;45251901;117
4;52;68526;2;187;Studie zur Untersuchung des Beitrags der Bundeskulturförderung zur Kulturellen Bildung                                                                                                                  ;0;;45252501;117
4;52;68531;3;183;Beitrag an die Stiftung Preußischer Kulturbesitz                                                                                                                                                        ;180085;;45252701;117
4;52;68533;3;186;Koordinierungsstelle für die Erhaltung des schriftlichen Kulturguts                                                                                                                                     ;0;;45253103;117
4;52;68534;3;183;Digitale Strategien für deutsche Museen                                                                                                                                                                 ;0;;45253201;117
4;52;68541;4;162;Beitrag an die Deutsche Nationalbibliothek                                                                                                                                                              ;54247;;45253203;117
4;52;68561;6;195;Einrichtungen und Aufgaben                                                                                                                                                                              ;82187;;45253919;117
4;52;68562;6;187;Historische Jahrestage/Jubiläen                                                                                                                                                                         ;0;;45253999;117
4;52;68563;6;195;Gemeinsame Kommission für die Erforschung der jüngeren Geschichte der deutsch-russischen Beziehungen                                                                                                    ;0;;45271101;117
4;52;68591;9;772;"Zuschuss an die Rundfunkanstalt ""Deutsche Welle""                                                                                                                                                        ";405500;;45281101;117
4;52;68592;9;772;Kosten der Neuordnung im Rundfunkbereich                                                                                                                                                                ;4550;;45281201;117
4;52;68612;1;187;"Zuschüsse der Europäischen Union für das EU-Förderprogramm ""Kreatives Europa 2021-2027""                                                                                                                 ";0;;45281202;118
4;52;68613;1;187;Förderung der Kultur- und Kreativwirtschaft und der Nachhaltigkeit in Kultur und Medien                                                                                                                 ;2000;;45289410;118
4;52;68621;2;181;Preis für herausragende Programme kleiner und mittlerer Theater in Deutschland                                                                                                                          ;0;;45242202;118
4;52;68671;7;246;Förderung des kulturellen Austausches mit Bezug auf die Kultur und Geschichte der Deutschen im östlichen Europa                                                                                         ;0;;45311101;135
4;52;68701;0;11;Beiträge an internationale Organisationen mit Sitz im Ausland                                                                                                                                           ;0;;45311901;136
4;52;68751;5;187;Förderung deutscher Künstler im Ausland                                                                                                                                                                 ;4198;;45311999;136
4;52;68772;7;246;Hilfen zur Sicherung und Erhaltung deutschen Kulturguts der historischen Siedlungsgebiete im östlichen Europa                                                                                           ;0;;45312401;136
4;52;71101;0;11;Kleine Neu-, Um- und Erweiterungsbauten                                                                                                                                                                 ;0;;45313201;136
4;52;81101;0;11;Erwerb von Fahrzeugen                                                                                                                                                                                   ;106;;45328201;137
4;52;81201;0;11;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;30;;45338101;137
4;52;81202;0;11;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;600;;45338103;137
4;52;81253;5;183;Erwerb zeitgenössischer Kunst                                                                                                                                                                           ;400;;45351802;138
4;52;81282;8;11;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;1984;;45363201;138
4;52;83121;2;811;Erwerb von Beteiligungen und dgl. im Inland                                                                                                                                                             ;0;;45368701;138
4;52;89222;2;187;Zukunftsprogramm Kino                                                                                                                                                                                   ;0;;45398103;138
4;52;89372;7;246;Aus-, Um- und Neubau, Sanierung sowie Ausstattung von Landesmuseen und anderen überreg. Einrichtungen zur Präsentation und Erforschung dt. Kultur der historischen Siedlungsgebiete im östlichen Europa ;0;;45342201;138
4;52;89410;0;11;Zuschüsse für national bedeutsame Kulturinvestitionen                                                                                                                                                   ;9500;;45342203;138
4;52;89411;1;195;Substanzerhaltung und Restaurierung von unbeweglichen Kulturdenkmälern von nationaler Bedeutung, Zuschüsse für national bedeutsame Kulturinvestitionen                                                  ;0;;45342709;139
4;52;89412;1;187;Zuschüsse zu Investitionen                                                                                                                                                                              ;393;;45342801;139
4;52;89413;1;183;Zuschüsse für investive Maßnahmen zur Erhaltung und Förderung der Industriekultur                                                                                                                       ;0;;45345301;139
4;52;89416;1;195;"Zuschuss für Investitionen an das Europäische Zentrum für Kunst und Industriekultur ""Weltkulturerbe Völklinger Hütte""                                                                                   ";2500;;45351101;139
4;52;89417;1;187;Zuschuss des Bundes für Investitionen an die Sydslesvigsk Forening                                                                                                                                      ;150;;45351401;139
4;52;89418;1;182;Zuschüsse für national bedeutsame Kulturinvestitionen zur Sanierung und Modernisierung von Orgeln                                                                                                       ;0;;45351701;139
4;52;89421;2;183;Zuschüsse für Investitionen                                                                                                                                                                             ;99265;;45351801;139
4;52;89422;2;183;Investitionen für nationale Kultureinrichtungen in Deutschland                                                                                                                                          ;20000;;45351901;139
4;52;89423;2;183;Bauvorhaben Kronberg Academy                                                                                                                                                                            ;0;;45352301;14
4;52;89424;2;183;Zuschüsse für investive Kulturmaßnahmen bei Einrichtungen im Inland                                                                                                                                     ;130729;;45352501;14
4;52;89431;3;183;Zuschüsse für Investitionen                                                                                                                                                                             ;13161;;45352701;14
4;52;89432;3;183;Zuschüsse für Baumaßnahmen der Stiftung Preußischer Kulturbesitz                                                                                                                                        ;107508;;45353201;14
4;52;89433;3;183;Zuschüsse für Erwerbungen                                                                                                                                                                               ;0;;45353204;141
4;52;89434;3;183;"Zuschüsse zur Errichtung des Museums ""Neue Nationalgalerie - Museum des 20. Jahrhunderts""                                                                                                               ";100300;;45353207;141
4;52;89435;3;183;Zuschüsse zur Grundinstandsetzung und Sanierung der Staatsbibliothek                                                                                                                                    ;13000;;45353208;141
4;52;89441;4;162;Zuschüsse für Beschaffungen                                                                                                                                                                             ;1855;;45353999;141
4;52;89451;5;187;Zuschüsse für Investitionen                                                                                                                                                                             ;132;;45354302;142
4;52;89461;6;195;Zuschüsse für Investitionen                                                                                                                                                                             ;9689;;45354701;142
4;52;89465;6;195;Baumaßnahme Freiheits- und Einheitsdenkmal                                                                                                                                                              ;8040;;45371101;142
4;52;89466;6;195;Baumaßnahme Mahnmal für die Opfer kommunistischer Gewaltherrschaft in Deutschland                                                                                                                       ;1000;;45371201;142
4;52;89491;9;772;"Zuschuss für Investitionen der Rundfunkanstalt ""Deutsche Welle""                                                                                                                                         ";20000;;45381101;142
4;52;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;45381201;142
4;53;11101;0;162;Gebühren, sonstige Entgelte                                                                                                                                                                             ;400;;45381202;142
4;53;11901;0;162;Einnahmen aus Veröffentlichungen                                                                                                                                                                        ;15;;45342202;143
4;53;11999;0;162;Vermischte Einnahmen                                                                                                                                                                                    ;175;;45411999;145
4;53;12401;0;162;Einnahmen aus Vermietung, Verpachtung und Nutzung                                                                                                                                                       ;15;;45427201;145
4;53;13201;0;162;Erlöse aus der Veräußerung von beweglichen Sachen                                                                                                                                                       ;25;;45438101;145
4;53;28201;0;162;Einnahmen aus zweckgebundenen Zuschüssen                                                                                                                                                                ;0;;45438103;145
4;53;38101;0;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen                                                                                                                                            ;0;;45451802;146
4;53;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;45468401;146
4;53;42201;0;162;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;30006;;45498103;146
4;53;42202;0;162;Bezüge und Nebenleistungen der beamteten Hilfskräfte                                                                                                                                                    ;0;;45442201;146
4;53;42203;0;162;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst                                                                              ;753;;45442709;146
4;53;42709;0;162;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;3900;;45442801;146
4;53;42801;0;162;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;93558;;45445301;146
4;53;45301;0;162;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;272;;45451101;147
4;53;51101;0;162;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;6044;;45451701;147
4;53;51401;0;162;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.                                                                                                                                                       ;516;;45451801;147
4;53;51701;0;162;Bewirtschaftung der Grundstücke, Gebäude und Räume                                                                                                                                                      ;10195;;45452501;147
4;53;51801;0;162;Mieten und Pachten                                                                                                                                                                                      ;100;;45452701;147
4;53;51802;0;162;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement                                                                                                                        ;35515;;45453201;147
4;53;51901;0;162;Unterhaltung der Grundstücke und baulichen Anlagen                                                                                                                                                      ;500;;45453909;147
4;53;52301;0;162;Wissenschaftliche Sammlungen und Bibliotheken                                                                                                                                                           ;19;;45453999;147
4;53;52501;0;162;Aus- und Fortbildung                                                                                                                                                                                    ;615;;45454401;147
4;53;52701;0;162;Dienstreisen                                                                                                                                                                                            ;524;;45481201;147
4;53;53201;0;162;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;10855;;45481202;147
4;53;53204;0;162;Kosten der Beschaffung und Erhaltung von Archivalien                                                                                                                                                    ;1013;;45611101;149
4;53;53207;0;162;Maßnahmen zum Erhalt des Filmerbes                                                                                                                                                                      ;186;;45611901;149
4;53;53208;0;162;Kosten für die Bewachung von Archivgut                                                                                                                                                                  ;1600;;45611999;15
4;53;53999;0;162;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;1104;;45613201;15
4;53;54302;0;162;Bildungs- und Vermittlungsarbeit in Zusammenhang mit § 2 Absatz 2 Stasi-Unterlagen-Gesetz (StUG)                                                                                                        ;200;;45628201;15
4;53;54701;0;162;Nicht aufteilbare sächliche Verwaltungsausgaben                                                                                                                                                         ;0;;45638101;15
4;53;63201;0;162;Erstattungen des Bundes für Versorgungslasten der ehemaligen Mitarbeiterinnen und Mitarbeiter der Deutschen Dienststelle (WASt)                                                                         ;100;;45638103;15
4;53;68101;0;162;Studienbeihilfen für IT Nachwuchskräfte                                                                                                                                                                 ;0;;45651802;15
4;53;68601;0;162;Aufarbeitung der NS-Vergangenheit zentraler Behörden                                                                                                                                                    ;0;;45698103;151
4;53;68701;0;162;Beiträge an Organisationen                                                                                                                                                                              ;73;;45642201;151
4;53;71101;0;162;Kleine Neu-, Um- und Erweiterungsbauten                                                                                                                                                                 ;250;;45642709;151
4;53;71201;0;162;Baumaßnahmen von mehr als 6 000 000 € im Einzelfall                                                                                                                                                     ;0;;45642801;151
4;53;81101;0;162;Erwerb von Fahrzeugen                                                                                                                                                                                   ;100;;45645301;151
4;53;81201;0;162;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;1230;;45651101;151
4;53;81202;0;162;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;3365;;45651401;151
4;53;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;45651701;151
4;54;11999;0;187;Vermischte Einnahmen                                                                                                                                                                                    ;6;;45651801;151
4;54;27201;0;187;Einnahmen aus Zuschüssen der Europäischen Union                                                                                                                                                         ;0;;45652501;151
4;54;38101;0;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen                                                                                                                                            ;0;;45652701;152
4;54;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;45653201;152
4;54;42201;0;187;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;548;;45653202;152
4;54;42709;0;187;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;80;;45653999;152
4;54;42801;0;187;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;1129;;45654401;152
4;54;45301;0;187;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;0;;45681101;152
4;54;51101;0;187;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;51;;45681201;152
4;54;51701;0;187;Bewirtschaftung der Grundstücke, Gebäude und Räume                                                                                                                                                      ;37;;45681202;152
4;54;51801;0;187;Mieten und Pachten                                                                                                                                                                                      ;1;;50111999;8
4;54;51802;0;162;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement                                                                                                                        ;110;;50127201;8
4;54;52501;0;11;Aus- und Fortbildung                                                                                                                                                                                    ;2;;50128601;8
4;54;52701;0;187;Dienstreisen                                                                                                                                                                                            ;17;;50138103;8
4;54;53201;0;187;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;5;;50198103;8
4;54;53909;0;187;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;0;;50151711;9
4;54;53999;0;187;Vermischte Verwaltungsausgaben                                                                                                                                                                          ;8;;50151812;9
4;54;54401;0;187;Forschung, Untersuchungen und Ähnliches                                                                                                                                                                 ;4;;50152511;9
4;54;68401;0;187;Verwendung der Zuschüsse der Europäischen Union zu Kosten von kulturellen Gemeinschaftsaufgaben                                                                                                         ;0;;50168111;9
4;54;81201;0;187;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;0;;50168112;9
4;54;81202;0;187;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;21;;50168710;9
4;54;98103;0;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981<RB>.1 und 981<RB>.7                                                                                                                          ;0;;50168712;1
4;55;42101;0;162;Bezüge des Bundesbeauftragten für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR                                                                                                       ;0;;50168714;1
4;55;42201;0;162;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;0;;50168717;12
4;55;42203;0;162;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst                                                                              ;0;;50181211;13
4;55;42709;0;162;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;0;;50168721;13
4;55;42801;0;162;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;0;;50168723;14
4;55;45301;0;162;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;0;;50168727;14
4;55;51101;0;162;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;0;;50168530;15
4;55;51401;0;162;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.                                                                                                                                                       ;0;;50168630;16
4;55;51801;0;162;Mieten und Pachten                                                                                                                                                                                      ;0;;50168732;16
4;55;51901;0;162;Unterhaltung der Grundstücke und baulichen Anlagen                                                                                                                                                      ;0;;50168734;16
4;55;52501;0;162;Aus- und Fortbildung                                                                                                                                                                                    ;0;;50168735;18
4;55;52701;0;162;Dienstreisen                                                                                                                                                                                            ;0;;50168738;18
4;55;53201;0;162;Aufträge und Dienstleistungen im Bereich Informationstechnik                                                                                                                                            ;0;;50168739;18
4;55;53204;0;162;Kosten der Beschaffung und Erhaltung von Archivalien                                                                                                                                                    ;0;;50152541;18
4;55;54401;0;165;Forschung, Untersuchungen und Ähnliches                                                                                                                                                                 ;0;;50153245;19
4;55;81101;0;162;Erwerb von Fahrzeugen                                                                                                                                                                                   ;0;;50154441;19
4;55;81201;0;162;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)                                                                                                           ;0;;50168740;19
4;55;81202;0;162;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik                                                                                    ;0;;50168743;2
4;56;11101;0;187;Gebühren, sonstige Entgelte                                                                                                                                                                             ;0;;50211901;24
4;56;11901;0;187;Einnahmen aus Veröffentlichungen                                                                                                                                                                        ;0;;50211999;24
4;56;11999;0;187;Vermischte Einnahmen                                                                                                                                                                                    ;0;;50227201;24
4;56;13201;0;195;Erlöse aus der Veräußerung von beweglichen Sachen                                                                                                                                                       ;0;;50238103;24
4;56;28201;0;195;Einnahmen aus Erstattungen                                                                                                                                                                              ;0;;50253999;24
4;56;38101;0;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen                                                                                                                                            ;0;;50268501;25
4;56;38103;0;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381<RB>.1 und 381<RB>.7                                                                                                                         ;0;;50268701;25
4;56;42201;0;162;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten                                                                                                                                       ;700;;50298103;26
4;56;42709;0;162;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige                            ;130;;50251812;26
4;56;42801;0;162;Entgelte der Arbeitnehmerinnen und Arbeitnehmer                                                                                                                                                         ;2217;;50253114;26
4;56;45301;0;162;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen                                                                                                                                       ;10;;50253214;27
4;56;51101;0;162;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung                                                              ;50;;50268111;27
